uuid,"Fully specified name:en","Short name:en",Description:en,Void/Retire,"Data class","Data type","Complex data handler","Allow decimals",Units,"Normal high","Normal low",Members,Answers,_version:1,_order:1040
7d5dd024-f388-475a-b421-2cf331f7f9da,"Lips - Function",,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
ee731b09-6d89-4641-ba0d-9b51ad7de4c3,"Teeth - Structure",,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
e292a991-27c0-42cd-8a2f-0e8c1896bd47,"Teeth - Function",,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
6b470614-1cd2-456c-b297-0daa51e82e9b,"Soft Palate - Structure",,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
c0d4c279-aac4-4562-a638-e6ea6bc13b4c,"Soft Palate - Function",,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
616896a6-829f-4f4b-9c88-fd63e7f588b3,"Tongue - Structure",,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
5ec023b2-ac65-42b7-8389-12398680fd13,"Tongue - Function",,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
605f15f7-f1c3-410a-a9da-a2f3632703d1,"Mandible - Structure",,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
4f66ce8e-c048-4166-8c25-cf93d88fe818,"Mandible - Function",,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
7d44b254-1529-4e37-98fc-77c258274ad7,"Intra-oral breath pressure",,,,Misc,Coded,,,,,,,46f2008d-896a-4a99-ad7b-c2e21a99f573;19445afc-e20a-4a9b-91d3-e35c8ba05365,,
7697c713-e02a-4d98-9ba6-4dddc2b8cac6,"Receptive Language",,,,Misc,Coded,,,,,,,edd588bb-8474-4d16-b0d3-c9116f6119e8;91359b65-77dc-463f-9957-5567f78cb914;a814089b-843c-47f7-8192-61602c82bc21;7608483e-ddaf-48be-bfe7-935c72fdb37b,,
95b84580-0748-4feb-8ab4-c2ef463f2705,"Expressive Language",,,,Misc,Coded,,,,,,,edd588bb-8474-4d16-b0d3-c9116f6119e8;91359b65-77dc-463f-9957-5567f78cb914;a814089b-843c-47f7-8192-61602c82bc21;7608483e-ddaf-48be-bfe7-935c72fdb37b,,
453d1726-dd0c-4b6c-be8f-16155d186941,"Communication Development",,,,Misc,Coded,,,,,,,edd588bb-8474-4d16-b0d3-c9116f6119e8;91359b65-77dc-463f-9957-5567f78cb914;a814089b-843c-47f7-8192-61602c82bc21;7608483e-ddaf-48be-bfe7-935c72fdb37b,,
43b446bc-a1c6-4397-8c53-a722b5584d9d,Pitch,,,,Misc,Coded,,,,,,,131394eb-204c-41e3-890d-45e6e670616b;74aae598-0ec1-483e-99e5-72c11af692c4;46c8804d-0a00-4180-b80f-e5f09451e107,,
a128211a-3b03-46d6-838e-a705de23f6cc,Loudness,,,,Misc,Coded,,,,,,,131394eb-204c-41e3-890d-45e6e670616b;1f2f73b0-3ab5-4661-b9ef-b0ed36c9c930;24453c53-8923-4deb-bd58-6666eac9897d,,
1976ffea-1592-4f3a-ae82-7050551de59e,"Speech Quality","Speech Quality",,,Misc,Coded,,,,,,,131394eb-204c-41e3-890d-45e6e670616b;4d6a43c0-3e18-4f71-ba34-4dc78bae4bdd;3234690b-0a67-4fd0-b027-0940aade5a34;b4d2bb2e-6aeb-486c-9bf7-f07a4eeadd8e;c97a4b31-f0b6-4fd3-8caa-3e4fffa11d8b,,
64043dbd-723e-4e5a-97df-83e0ef89e6fd,Resonance,,,,Misc,Coded,,,,,,,ae7c6c2a-c711-4bb7-9b6c-6346ba9c52ab;32c54e77-5126-4448-b027-4a8d7f60a256;228ae12c-3c48-42cc-b15b-f38e70f705a7;a16d3e0f-9be2-4bad-a1a1-174c332c1219;13de5d71-6204-499d-ab32-2629f3ce919c;2b51553e-02f0-4e3d-aeb9-770f7f5021f8,,
fdb83542-fbd6-45a6-87e9-894b3b6de281,"Speech Intelligibility Rating",,,,Misc,Coded,,,,,,,57cc5b02-93ee-4101-bf64-af2a3527fe24;0372400f-a051-495d-b2ab-33dd025f66da;39a19f17-402e-40a8-841c-1feb4bc16640,,
8c4afd12-57fd-40c4-9fd1-5e020abd4c72,"Hearing Screening",,,,Misc,Coded,,,,,,,6fec766c-62b5-451a-8e94-97e71e04c30b;481d7bba-8ce0-4d0c-a7f6-6d3d890c4e8b,,
cba225d0-4f0f-483f-91ac-a04254315afb,"Performance in school",,,,Misc,Coded,,,,,,,a1212087-35f0-4a94-98d5-495119714b01;2ed5bb3c-c008-4b02-a4af-8e0d68405fd6;0f68e2e0-7a8b-48dc-a7d1-4a804b82bd3d,,
cb7b2aaf-361a-469d-b82f-eb82a1fa7a7e,"Oral Peripheral Exam - Face",,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
d75d8c56-94b1-4205-b587-254b59148b0d,"Oral Peripheral Exam - Lips",,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
6c442aa3-5489-499c-8d41-0ee4300a5cb8,"Oral Peripheral Exam - Nose",,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
733bf533-72aa-4519-94a4-39308323cbad,"Oral Peripheral Exam - Teeth, Occlusal Pattern - Dentition","Teeth - Dentition",,,Misc,Coded,,,,,,,85c79283-18a4-4d95-bdd4-3bede3e1c473;cf6a32ac-a578-4558-a72c-d0b9ba071ff4,,
f1bca1ea-1ae8-47bf-9a0f-979da3869d09,"Oral Peripheral Exam - Teeth, Occlusal Pattern - Hygiene","Teeth - Hygiene",,,Misc,Coded,,,,,,,39a19f17-402e-40a8-841c-1feb4bc16640;57cc5b02-93ee-4101-bf64-af2a3527fe24,,
71fa0462-7f17-437a-9e20-dc545cf01dc7,"Oral Peripheral Exam - Teeth, Occlusal Pattern - Class I","Teeth: Class I",,TRUE,Misc,Coded,,,,,,,85c79283-18a4-4d95-bdd4-3bede3e1c473;cf6a32ac-a578-4558-a72c-d0b9ba071ff4,,
be3d6709-21e2-43db-9006-c165f512594f,"Oral Peripheral Exam - Teeth, Occlusal Pattern - Class II","Teeth: Class II",,TRUE,Misc,Coded,,,,,,,85c79283-18a4-4d95-bdd4-3bede3e1c473;cf6a32ac-a578-4558-a72c-d0b9ba071ff4,,
13215665-bbd5-42d2-b476-b3a6b2f08e05,"Oral Peripheral Exam - Teeth, Occlusal Pattern - Class III","Teeth: Class III",,TRUE,Misc,Coded,,,,,,,85c79283-18a4-4d95-bdd4-3bede3e1c473;cf6a32ac-a578-4558-a72c-d0b9ba071ff4,,
a91a3aef-d695-4df3-867f-20c70fb29d37,"Oral Peripheral Exam - Teeth, Occlusal Pattern - Open Bite","Teeth: Open Bite",,TRUE,Misc,Coded,,,,,,,85c79283-18a4-4d95-bdd4-3bede3e1c473;cf6a32ac-a578-4558-a72c-d0b9ba071ff4,,
7fe91a08-04e0-470c-bc37-4117f8678bd6,"Oral Peripheral Exam - Teeth, Occlusal Pattern - Cross Bite","Teeth: Cross Bite",,TRUE,Misc,Coded,,,,,,,85c79283-18a4-4d95-bdd4-3bede3e1c473;cf6a32ac-a578-4558-a72c-d0b9ba071ff4,,
cbc94ba7-f60c-4566-8d3e-bf2a2248b2bc,"Oral Peripheral Exam - Tongue - Form","Tongue: Form",,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
90f6e8f8-1888-4d92-aa42-88f06834ea2b,"Oral Peripheral Exam - Tongue - Mobility","Tongue: Mobility",,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
1279b2f0-840a-4eb7-b3d5-1a28c4772bb6,"Hard Palate appearance",Appearance,,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;3f9905a5-3b2d-4dbc-b17a-5b2a50216450;7f2b54a7-cde0-4437-996f-881b9220a244;380a3aaa-c282-4156-9272-b02b45a03449;8fe7ae95-4c1f-405d-a9a6-81acb2ada13e,,
1b3d507a-c95e-4c09-b5e2-93257aebe3f6,"Oronasal Fistula - Status",Status,,,Misc,Coded,,,,,,,c4596f8c-3f10-11e4-adec-0800271c1b75;e8f9cdc5-1cec-451c-8792-74b9be978f30;f2355233-c552-4cd6-802f-0c7c75221f03,,
289f8c8a-b339-4a12-9e35-472c16a360fd,"Soft Palate - Symmetry - At Rest","Symmetry - at rest",,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;39edec5d-dc50-4f12-b440-3e23688506b1;0e0196f8-b8a0-4e8c-bd62-6b4daab02345,,
eb820d4c-7726-4c7b-9149-d2700e148b6a,"Soft Palate - Symmetry - During Movement","Symmetry - during movement",,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;39edec5d-dc50-4f12-b440-3e23688506b1;0e0196f8-b8a0-4e8c-bd62-6b4daab02345,,
ba43467f-3985-4213-bddb-93f76d5a596a,"Soft Palate - Mobility",Mobility,,,Misc,Coded,,,,,,,57cc5b02-93ee-4101-bf64-af2a3527fe24;54798d14-ae3b-4666-8667-a9be973f9996;8d768a1b-5084-4cd2-9286-567f8feb35f8,,
ab2ac9fb-ec55-46f9-9842-05ea26656a12,"Soft Palate - Length",Length,,,Misc,Coded,,,,,,,f04f030d-5ab8-4123-8c72-175af0d50f75;4d9434de-048a-4016-960a-321c73e4d2ac,,
7a10f994-51f0-447d-a111-fff37d86d275,"Soft Palate - Other related Abnormalities","Other Abnormalities",,,Misc,Coded,,,,,,,6b83cdbf-1f9b-4281-a1ed-0184886f5a5b;27d629f2-8495-478c-bc00-f162672c2552;26d7bc4d-f22c-4e4c-b2fa-ed860bbb05c0,,
0178a42d-24d3-4464-ab9b-c7e4247dd169,"Articulation and Phonology - Informal Test","Informal Articulation Test",,,Misc,Coded,,,,,,,88c4ccbc-9e92-4057-9bbc-2216044907e5;6ea87999-e358-4cf8-a022-09ae3ff73c12,,
10f51369-b9af-4500-aef3-3595cf9b70ff,"Articulation and Phonology - Mode of stimulus presentation","Stimulus Presentation",,,Misc,Coded,,,,,,,cf3ae83c-412b-488a-8891-ccc51a43f89c;11b35c65-0b8f-4f88-85f5-b028bb267b14;1cac8fcc-8015-4f56-8be2-5235c8812ae7,,
00affa01-a572-4d0b-8be2-f789b1c5e301,"Cleft Type Characteristics - Other",Other,,,Misc,Coded,,,,,,,6514614e-29e9-4fe3-b1ae-e6bde7514bf0;75f3c572-74dc-4c71-aa9a-3278dbcd2fb6,,
9889ba40-8829-49b0-ad93-6347eae47602,"Resonance - WNL - Single Words","Single Words",,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
f52c0192-358e-46e7-9c7e-9b8cdd4c9370,"Resonance - WNL - Sentences",Sentences,,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
8e9bff63-5104-4dc2-b285-3f5af99781c2,"Resonance - WNL - Conversation",Conversation,,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
13fde42e-3b43-4479-9957-eaccfc8b3c4f,"Resonance - Hypernasality - Single Words","Single Words",,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
d2e38c40-f199-42d5-adc7-db195720ffb5,"Resonance - Hypernasality - Sentences",Sentences,,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
a4069d3f-2dd7-4087-8606-5c48d889b8f3,"Resonance - Hypernasality - Conversation",Conversation,,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
ca62920f-748d-486d-8231-d7331ee03a0b,"Resonance - Hyponasality - Single Words","Single Words",,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
46f8faaf-94be-4bb5-9f4f-e2994e5bfb70,"Resonance - Hyponasality - Sentences",Sentences,,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
c56418fc-dc0c-4926-b488-c9f8e255e931,"Resonance - Hyponasality - Conversation",Conversation,,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
e77136a3-f005-4e0a-be04-3a2a671946c3,"Resonance - Mixed Resonance - Single Words","Single Words",,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
1c99c95e-3989-4e37-b779-ac090939cde6,"Resonance - Mixed Resonance - Sentences",Sentences,,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
b19319a5-cae7-4820-86c9-9f854ec10944,"Resonance - Mixed Resonance - Conversation",Conversation,,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
ec249fff-ec52-4e34-8578-e8d1ed0f00c2,"Resonance - Cul de Sac - Single Words","Single Words",,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
666b9755-a998-4f78-a626-7683c60cb4a6,"Resonance - Cul de Sac - Sentences",Sentences,,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
be80b216-3407-44fe-a6eb-ea68fa0c5258,"Resonance - Cul de Sac - Conversation",Conversation,,,Misc,Coded,,,,,,,75f3c572-74dc-4c71-aa9a-3278dbcd2fb6;cca67b42-530b-4401-aab6-70520ad3a9e9;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
b37ec999-0646-4fc2-813f-501a476bac13,"Speech Therapy - Resonance - Nasal Emission (NE)","Nasal Emission",,,Misc,Coded,,,,,,,1efa5192-845a-46ea-b1ef-fa70e4ff28ce;8d0f1beb-af17-43d1-a24b-bf39f9654af9;45aaf332-1710-4182-a150-2567684039a3;017c2077-5cb7-4ac8-9fc7-e915c8f78285,,
68fba75c-4e78-4902-8d90-6c883f41fa22,"Speech Therapy - Resonance - Nasal Turbulence","Nasal Turbulence",,,Misc,Coded,,,,,,,1f15be96-521c-42ab-86d2-b457149bf47e;ff91ac17-aae3-4306-a034-f78332aaab96,,
0484ca34-1d5f-40ec-a0ab-77bdcebcd067,"Speech Therapy - Resonance - Grimace",Grimace,,,Misc,Coded,,,,,,,6de76ab7-3417-4c04-af64-0f34a1d154c1;26fb968f-0ca8-4952-9c5e-5ffe60eb349d;c85c8d43-ed39-407d-9cdd-33ef0dd69d25,,
adde4e80-4a55-467f-8127-e6bbd8cab3dd,"Voice - Perpetual Analysis - Pitch",Pitch,,,Misc,Coded,,,,,,,131394eb-204c-41e3-890d-45e6e670616b;74aae598-0ec1-483e-99e5-72c11af692c4;46c8804d-0a00-4180-b80f-e5f09451e107;d1502e5f-2b01-48d2-a3a8-c16c2d108dfd,,
1d7ada5c-8cf0-436d-8a5b-a8817e5f80a0,"Voice - Perpetual Analysis - Intensity",Intensity,,,Misc,Coded,,,,,,,131394eb-204c-41e3-890d-45e6e670616b;1f2f73b0-3ab5-4661-b9ef-b0ed36c9c930;24453c53-8923-4deb-bd58-6666eac9897d,,
56e41b2c-3b7a-4bca-87e5-16da95cf91a3,"Voice - Perpetual Analysis - Quality",Quality,,,Misc,Coded,,,,,,,131394eb-204c-41e3-890d-45e6e670616b;4d6a43c0-3e18-4f71-ba34-4dc78bae4bdd;3234690b-0a67-4fd0-b027-0940aade5a34;b4d2bb2e-6aeb-486c-9bf7-f07a4eeadd8e;c97a4b31-f0b6-4fd3-8caa-3e4fffa11d8b;08a18f78-66b3-4cd1-8865-bf3d342bc23d;2a592bb3-6d2b-4f14-89dc-47e537c61d1c,,
6f2ebcc1-da32-4571-8665-a381a80d2289,"Fluency - Rate of Speech","Rate of Speech",,,Misc,Coded,,,,,,,f6c74fa2-2ce2-44d8-91b4-5a6afd563e17;c45f6876-3f10-11e4-adec-0800271c1b75;25bed83a-0e21-419a-852b-e66383d01136,,
33514a1d-92a5-4f33-b853-ede2bf4a6b0b,"Speech Therapy - Prosody - Tone and Rate","Prosody (Tone and Rate)",,,Misc,Coded,,,,,,,c45f6876-3f10-11e4-adec-0800271c1b75;c1a98c2f-a037-4a6d-a1f1-39fbbbf22003,,
3b35f5e0-7227-4e09-b9f8-86043d5671c6,"Speech Therapy - Communication Impairment Severity - Clinician","By Clinician",,,Misc,Coded,,,,,,,7331fba1-a383-4df4-a1b3-04790cff8e02;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
5529ba48-2255-4b11-8ae4-48d163581235,"Speech Therapy - Communication Impairment Severity - Patient","by Patient",,,Misc,Coded,,,,,,,7331fba1-a383-4df4-a1b3-04790cff8e02;50445246-bd3f-4d0c-b4aa-71f7a356a99f;54798d14-ae3b-4666-8667-a9be973f9996;258d897f-da46-4d35-ae1f-f6517117bd01,,
a42f7ce0-a224-442b-b15a-5011199dbf09,"Speech Therapy - Developmental History","Development History",,,Misc,N/A,,,,,,57a2824a-a964-4107-b906-4a6ae36a124b;da189ee8-b1b9-4fe4-b41f-1e40d23edaab;4f4e8a70-2b10-4904-b5a2-e6035683cfe2;bec3dfe2-309c-42d2-9a47-0fb48090ca42;6e6e4f78-b7b0-4c8f-9f37-9ec217103a75,,,
eec480b0-f6dd-4cb7-a31f-ecb31641242e,"Speech Therapy - Nasal Regurgitation","Nasal Regurgitation",,,Misc,N/A,,,,,,fdb35d3b-8166-4099-a658-d9b1d40e859e;88ba109b-0596-4c87-9e7c-5dd1c7ae340b;cf87c204-c512-4b06-b1a6-c0c1aea1913d,,,
ce40dd89-d695-4474-928b-e0fe8ab1fa4e,"Speech Therapy - Communication Development","Communication Development",,,Misc,N/A,,,,,,7868509d-907b-40c4-8078-b5b290bf9bb7;a545f980-d57d-4cc2-bd8f-f0fbf8c07d38;46a9f626-68f3-4a4c-8248-d097f85da8fa;5e4f3782-47b8-44e0-a4c5-a6e3aecec861;d524cd7f-3538-4253-b854-d7a86715184a;395e719d-3e1d-4531-acca-f35f0f78787a;668bcf26-2c0f-4beb-93b6-c0aa7d0091e3;2996a5f5-2ef2-4c9b-9592-21904d6a7fd3;2b94e80a-bbec-4beb-85e5-69a9582efe73,,,
c95c2eea-1761-4c51-b4a2-934ff8ab1cee,"Speech Therapy - Type of Therapy","Therapy Type",,,Misc,Coded,,,,,,,b124e993-5203-4868-8547-7312ce56cd11;3c5367c3-3918-4fe3-8ee0-24abe5c7d03c,,
e0b82676-a6f6-4a16-8e18-502f8a31c377,"Speech Therapy - Therapy Type","Therapy Type",,,Misc,Coded,,,,,,,b124e993-5203-4868-8547-7312ce56cd11;3c5367c3-3918-4fe3-8ee0-24abe5c7d03c,,
806fd12a-d679-467d-8d78-6a1730512823,"Cleft Surgery Workflow","Cleft Surgery Workflow",,,Misc,Coded,,,,,,,772f18b0-00d6-48fd-913d-356cb8bfb155;33b94285-c4ec-4f66-9aa3-8a1a0a605334;6e67836c-cad8-4446-b6e4-573e9ca479e7;94fd89ad-091d-4d66-9fce-620944ee8e1c;a8362360-7dc5-4dfd-8e75-88496afa2886;73219ab0-0ff6-4ef6-91b6-abced8cfc5bf;dbd5c1f4-d41e-42af-b484-ae6db60692e2,,
cb20e6f2-f48b-4255-bf89-3285dfdd99e0,City,,,,Misc,Coded,,,,,,,a565278b-66d1-4499-bc11-2168223dba69;99fc14fc-b385-4ba0-a16b-a15f45433c00;138be3b3-b316-4151-9fab-73ff6532c036,,
e95dde0c-1298-4b3a-b8cf-4fb75ef0cf5a,"Regional State",,,,Misc,Coded,,,,,,,b5016231-57fb-4785-bb7a-3a275883bfad;b619394c-2a02-4ef1-942a-7fe0e334a3f7;47ce007e-f5ee-46f1-b1e3-4e93fa1a88fd;2e473e16-a829-4b3d-ba57-d9d06521ec0d;5f545c7c-cd53-453c-91e7-f5a949b90a01;df863bca-9d3b-4a4d-ab22-3db495f7149a;4dc7766c-7cf9-4df9-aef5-53af485e4aa1;88d9da85-fe55-49e1-be55-8495b35f5f01;d47a7735-2dc2-44df-ae08-f404c44261cb;1130c751-0ad0-4aad-9f04-4d34eeba567d;4cd298fd-ab8e-411b-a8e7-205e6b0b345b;b65681ed-56d4-4db9-a82d-b4c62bd56ebc,,
3ef537f5-2103-429e-9c23-7780de76ea5a,"Other Cleft Surgeries",,,,Misc,N/A,,,,,,37fe8e39-1caa-4353-bee8-f8d58bf690d8;78c5e35a-0a1b-4af2-a7ae-27fa21a80d06;fc84773b-495b-4d8d-88dd-f7ce40a5cd7b;799f7586-d931-40ac-9cef-79a85288fddb;728523d2-2ae5-4c13-953c-0d82a5441de7,,,
b10e46c1-ea7d-4942-bbb0-8b1f900763da,Incision,,,,Misc,Coded,,,,,,,01ba9878-3519-46a3-b8e4-95347fec10c3;67d71d7d-1637-41aa-acbd-3c1a4fff53a8;313ac48d-b3bf-4eb3-a46a-c24a68bdc850,,
a59e6dba-bffc-44b8-b485-6bd1ff293805,"Lip Revision",,,,Misc,Coded,,,,,,,b497171e-0410-4d8d-bbd4-7e1a8f8b504e;f305f8aa-9c95-4b01-8205-336910339dee;1340549c-ed05-401f-9c93-815fdc70d01a,,
4db787fe-6112-4e1d-9aec-7dece0878665,"Abbe Flap","Abbe Flap (Material)",,,Misc,Coded,,,,,,,3267678e-c8a0-40c2-a565-ae6db2bff9fd;59d74a4b-13e6-4b24-aabd-a221489ac195;c5a63f9f-673e-48ad-b445-c25f741f5d55;253c4d9e-e7d3-4508-9463-7a0e1e53cfb7;26d7bc4d-f22c-4e4c-b2fa-ed860bbb05c0,,
96891b22-438b-4220-b581-493062d15198,"Name of Surgeon",Surgeon,,,Misc,Coded,,,,,,,906c7032-8083-4cb6-9965-0526c335b3da;99fde3b1-d8f1-48ea-b01d-d29c6bde7773;07f59380-8c78-4baf-9fc2-c60dd96fb6a0;b5aec8a1-86f2-4dd7-959c-8152511d2d11;38a3f4ac-c6cc-4843-aea9-d5f575e0f39c,,
682c254d-898f-4e19-b8ad-e7350fe6dc3f,"Name of Anesthesiologist",Anesthesiologist,,,Misc,Coded,,,,,,,16054332-115b-429b-a2d8-308fc4dea7e7,,
6e616a08-7b84-4b35-98ae-8e95bb3a2199,"Anesthesia Method",,,,Misc,Coded,,,,,,,44faeb89-3dae-4635-bd5b-6270d2a543f6;3c9cfb37-1846-4b9c-a66b-93d9a7add1aa;889724cc-77e1-4213-a886-900aeaafa763;b02265c6-f235-42bb-a3b6-53312fedacd0;3e25dfbd-4bd0-4cf5-8179-fa09b7fb667b,,
0289c396-f189-4429-b972-aadfbadda287,"Patient Contact Name",,,,Misc,N/A,,,,,,4b50b004-9767-4f19-859f-aadc5b50cfe1;9f769af2-939b-4486-a396-af8e27641a8a;f82a89da-94b3-4d56-958f-d33d57eee6ee,,,
98e8de96-c0ac-41e9-bf21-7ec01d022065,"Ethiopian District",District,,,Misc,Coded,,,,,,,88d9da85-fe55-49e1-be55-8495b35f5f01;a565278b-66d1-4499-bc11-2168223dba69;4cd298fd-ab8e-411b-a8e7-205e6b0b345b,,
8de87cc9-0003-4ab7-9b23-9a9b68f8b2c4,Country,,,,Misc,Coded,,,,,,,58e67352-fc04-49ac-87b5-f2a7fbe17e8c;2c816587-e3ab-4824-ad32-fca0ee6a8df0;fc51667e-8372-414b-96dd-4525e05ac86f;f0d6fe04-95e7-45f5-8a1c-32f4c5fb95ee;08108385-c598-411c-a616-dd8a2906c34f;89fc909d-0113-4b89-a96b-cf984bae7623;7e3146cb-18cb-4884-bdae-0978f04ceb54;b65681ed-56d4-4db9-a82d-b4c62bd56ebc,,
