uuid,Members,Answers,"Fully specified name:en","Short name:en",Description:en,"Data class","Data type","Allow decimals",Units,"Normal high","Normal low",_version:1,_order:1040
dc2a8750-cef5-4306-b720-d8619ca57671,,,"Cleft Family History - Mother",,,Misc,Boolean,,,,,,
5c9b7106-0c19-47b4-be7c-cce88c1e3ad0,,,"Cleft Family History - Father",,,Misc,Boolean,,,,,,
7ff99e47-f30b-43a4-933e-c5fe9dc28016,,,"Cleft Family History - Sister",,,Misc,Boolean,,,,,,
83feec20-b02a-4d54-9088-7723454b2a32,,,"Cleft Family History - Brother",,,Misc,Boolean,,,,,,
87ef7043-3e56-43a4-822e-094b44bb4a9a,,,"Cleft Family History - Maternal Grandfather",,,Misc,Boolean,,,,,,
9975db43-eb4b-407f-a56a-d7d663db6334,,,"Cleft Family History - Maternal Grandmother",,,Misc,Boolean,,,,,,
2a0706df-8354-4a29-b617-6da4250ff56f,,,"Cleft Family History - Maternal Uncle",,,Misc,Boolean,,,,,,
f0bc6ed0-74ab-4bb7-bd3f-10430047eeba,,,"Cleft Family History - Maternal Aunt",,,Misc,Boolean,,,,,,
31186005-003d-4166-810f-2ea0fe27c234,,,"Cleft Family History - Paternal Grandfather",,,Misc,Boolean,,,,,,
5cf2a288-e1ad-4199-aa7d-abf7630c06a7,,,"Cleft Family History - Paternal Grandmother",,,Misc,Boolean,,,,,,
b6ac1aa2-0fd5-4abf-88a1-cd7baa4b5940,,,"Cleft Family History - Paternal Aunt",,,Misc,Boolean,,,,,,
836d2fa4-d3a5-4977-a3ab-e7a7f220ad3e,,,"Cleft Family History - Paternal Uncle",,,Misc,Boolean,,,,,,
33747b3b-cd8f-4ad2-a7bc-490b6fa55b6f,,,"Cleft Family History - Cousin on Father's Side",,,Misc,Boolean,,,,,,
e065ba27-f622-4878-9b0b-520e85822030,,,"Cleft Family History - Cousin on Mother's Side",,,Misc,Boolean,,,,,,
e07301ff-c621-40f9-9f0b-99a4207a5771,,,"Cleft Family History - Comment",,,Misc,Text,,,,,,
32dfb55a-c697-4a81-97ba-2d7b4bcae6fb,,,Friend,,,Misc,N/A,,,,,,
03c86037-5157-4b3c-a2ad-ec011687fcf5,,,Teacher,,,Misc,N/A,,,,,,
d027e639-f1a0-4df0-aafc-de4139f83cb8,,,Aunt,,,Misc,N/A,,,,,,
867de9a2-0306-4ada-8404-e948bf99b160,,,Uncle,,,Misc,N/A,,,,,,
86669747-fedc-4fa8-bd84-15fdd2c45a70,,,Brother,,,Misc,N/A,,,,,,
4642ae07-8b7c-424d-ae71-c6f92f55a6e8,,,Sister,,,Misc,N/A,,,,,,
d0ce6a82-d55d-4424-a7af-8a6a0a2bbd85,,,Grandfather,,,Misc,N/A,,,,,,
8d723182-e1f4-485c-824e-00d072bcfc90,,,Grandmother,,,Misc,N/A,,,,,,
5d6f97f6-3d0e-41fe-b989-4b8b0e2b137d,,,"Reason for Referral to Team Meeting",,,Misc,Text,,,,,,
0b0f5373-a3b8-47f0-9181-9636362cdc86,,,"Speech Therapy 2yrs and up Scheduled",,,Misc,Date,,,,,,
e909e030-54f3-48af-ab95-cc8941909a3a,,,"Speech Therapy 2yrs and up In Progress",,,Misc,Date,,,,,,
96f2bea4-14e6-4873-b824-37b6709384a5,,,"Speech Therapy 2yrs and up Suspended",,,Misc,Boolean,,,,,,
ec7e1a6d-caa1-4371-9c9c-8b7b94411223,,,"Speech Therapy 2yrs and up Complete",,,Misc,Boolean,,,,,,
deff4aa5-45aa-47d1-8da0-77d7f621e278,,,"Speech Therapy 2yrs and up Cancelled",,,Misc,Boolean,,,,,,
8c1f8c02-97d8-4bc2-a4c7-828bbc37f52b,,,"Speech Therapy 2yrs and up In Follow-up",,,Misc,Date,,,,,,
4fec7fc1-9ede-481d-8db5-2d2098a143a9,,,"Update Previous Observation",,,Misc,N/A,,,,,,
44e45972-19cd-4dd7-aa22-1b5e8e7042fe,,,"Breast milk - pumping",,,Misc,N/A,,,,,,
6796fce6-3ee1-40df-a168-e5a7d67908d9,,,"Breast milk - direct",,,Misc,N/A,,,,,,
2d5aecde-1be1-4864-9b9b-cf740afe0bcd,,,"Formula milk with bottle and cup",,,Misc,N/A,,,,,,
859d9ac8-65d5-494a-b01d-2ea5aa359c4a,,,"Cow milk with bottle and other",,,Misc,N/A,,,,,,
735e7074-ba4b-4886-8291-38958b693ae6,,,"Type of feeding - other",,,Misc,N/A,,,,,,
307afb42-8f67-46ae-87ba-ad4aafdf1468,,,Underweight,,,Misc,N/A,,,,,,
a34bba45-0aba-4b8d-b25e-2ff43a44caef,,,"Lack of special bottle",,,Misc,N/A,,,,,,
fa7aaa67-dbe0-4faa-800d-d66340f63d15,,,"Poor feeding technique",,,Misc,N/A,,,,,,
a6ad1317-b956-4d3e-8e36-e327a780c92e,,,"Low economic status",,,Misc,N/A,,,,,,
16567634-5b3d-44d8-a306-012713dcf5ca,,,"Counsellor no concern",,,Misc,N/A,,,,,,
67486131-c71b-43bd-b52e-1b7468d43a6d,,,"Counsellor concern - other",,,Misc,N/A,,,,,,
675a308f-63e7-4be6-bd03-e6f072e986d3,,,"Need instruction on feeding technique",,,Misc,N/A,,,,,,
008570c7-12d9-4d89-a566-a5e43e7f13d7,,,Aspiration,,,Misc,N/A,,,,,,
8bfbd829-eb8e-43e4-8eeb-f08bce9b05f7,,,"Guardian concern - other",,,Misc,N/A,,,,,,
8e77d3d2-6ae9-4614-aaa7-bec380266e5b,,,"Breast feeding, pumping and positioning",,,Misc,N/A,,,,,,
09a3a463-2395-43f2-97d0-878dbd2cecf9,,,"Bottle feeding and positioning",,,Misc,N/A,,,,,,
f5eff5b7-209b-499d-b062-74e4bb8eb633,,,"Special teats",,,Misc,N/A,,,,,,
4fb83759-019f-4097-a437-4111869edbfe,,,"Weaning - 6 to 9 months",,,Misc,N/A,,,,,,
017018d6-941d-41bc-96e8-27474b880489,,,"Recommended counselling - comment",,,Misc,N/A,,,,,,
a7a965cf-bec8-452d-a5ce-bfc156f6afff,,,"Nutrition Assessment Comment",,,Misc,Text,,,,,,
883da4a1-de0a-4b9d-8094-b7896c362477,,,"Nutrition Counselling Comment",,,Misc,Text,,,,,,
4457e030-992c-4c21-94a9-83775b690f26,,,"Nutrition recommendation for next treatment",,,Misc,Text,,,,,,
5e857d39-16ac-4bf5-a9db-3c8be7c67c3c,,,"SW Client Name",,,Misc,Text,,,,,,
da329e74-4349-4c5d-932f-0c3c73fdc085,,,"SW Client Age",,,Misc,Numeric,,,,,,
2e07ff83-1ba9-4f76-b867-49d37c6bfd05,,544634f2-4c08-48b0-9b2b-35251189a59b;e74aebd1-51b5-424f-b9f0-339fd8cd3588,"SW Client Gender",,,Misc,Coded,,,,,,
20f03a20-88eb-49f9-96b5-66b1258bd356,,,"SW Client Health Status",,,Misc,Text,,,,,,
3a101c23-aba9-47a6-b48b-12e4d5670830,,,"SW Client Relationship Mother",Mother,,Misc,N/A,,,,,,
501ee534-313e-47f8-9a21-e5473d66490b,,,"SW Client Relationship Father",,,Misc,Coded,,,,,,
754984f9-5ca1-4a0c-b2bf-9420be1d437b,,,"SW Client Relationship Parents",,,Misc,Coded,,,,,,
0a0a09ea-0805-40c2-bbde-1f89f8ba0693,,,"SW Client Relationship Guardian",,,Misc,Coded,,,,,,
cfe0149a-470d-4763-9bd6-a8e12c2b8994,,,"SW Client Relationship Friend",,,Misc,Coded,,,,,,
de0a4611-65b1-4b84-9d6b-c1325bc0c152,,,"SW Client Relationship Teacher",,,Misc,Coded,,,,,,
ac153ad7-9e5a-45fd-99fe-c348bde3dd15,,,"SW Client is Patient",,,Misc,Coded,,,,,,
8269a3a7-4ce7-4069-9260-bb69ca5cf399,,,"SW Client Relationship Other",,,Misc,Coded,,,,,,
8dd4e66b-a88b-4f41-9968-d892e910a26c,,,"SW Client Referred by",,,Misc,Text,,,,,,
eaf3f144-c023-45e7-a8ec-2567508fcba0,,,"SW Client Education",,,Misc,Text,,,,,,
7c3a07b3-2b0a-4777-881b-8b2fd34e5ead,,,"SW Client Economic Status",,,Misc,Text,,,,,,
2ab461e6-7839-4132-ab04-f9a0177cdec0,,,"SW Client Family History",,,Misc,Text,,,,,,
4414a872-c56c-4936-bb2b-b0d903eb4db2,,,Teasing,,,Misc,Coded,,,,,,
09ead36b-e77b-42c7-8bff-09ec1f66ee6c,,,"Poor Communication",,,Misc,Coded,,,,,,
f12ff453-511a-4f9e-97a3-50a9e518ed6d,,,"Isolation and Rejection",,,Misc,Coded,,,,,,
83640642-9044-41d6-8f49-41de1233f301,,,"Low Self Esteem",,,Misc,Coded,,,,,,
54975b91-1df1-4cdc-b2d8-fbb278ba503a,,,"Lack of Confidence",,,Misc,Coded,,,,,,
8868d60e-6506-4f2a-bdc0-726b4fd716ae,,,"Fear of Surgery",,,Misc,Coded,,,,,,
e44c42e2-82e0-4c52-b5e7-d45b86d8de93,,,"Disappointment re lip scar and speech",,,Misc,Coded,,,,,,
a8dedc1a-18ea-404d-a105-9bbf51d13dff,,,"Disappointment re learning",,,Misc,Coded,,,,,,
858704f0-446f-450d-90bd-96d8e91e5892,,,"Marital and Family relations",,,Misc,Coded,,,,,,
63720b8c-5d6f-4ed7-bd9b-1877f774876c,,,"SW Client Phone Number",,,Misc,Text,,,,,,
e605da99-9809-4e9b-8e5b-2df35668a547,,,"SW Client Language",,,Misc,Text,,,,,,
aa148b8b-8607-4e26-8439-50032abc77d0,,,"SW Client City or Region",,,Misc,Text,,,,,,
92b08991-9261-47e3-ac7c-8fd333c41761,,,"SW Client Card Number",,,Misc,Numeric,,,,,,
2106e9f3-b71f-4f32-a837-77ad943ef709,,,"SW Assessment Recommendation",,,Misc,Text,,,,,,
9cc91db1-d67c-4e87-bad0-f11bb754103e,,,"SW Assessment Comment",,,Misc,Text,,,,,,
f63f77c5-ac85-43fd-bf8c-58098ea4c7c9,,,"Parental Adjustment",,,Misc,N/A,,,,,,
872f6950-abbf-493f-a0a9-4cff76a4c954,,,Pre-Surgery,,,Misc,N/A,,,,,,
a59e84a0-94b1-414b-bffa-146837dd39c2,,,Post-surgery,,,Misc,N/A,,,,,,
3489cdf0-2dfe-4e12-9da5-9da8ee894241,,,Pre-school,,,Misc,N/A,,,,,,
cc82f6a6-7b3f-47cf-8a3a-636549f544b2,,,Teenage,,,Misc,N/A,,,,,,
17c6550f-fd56-47ae-bd30-c06785cf4050,,,Adult,,,Misc,N/A,,,,,,
1981a51f-7972-49f2-b669-9dca5a0a1e8d,,,"SW Intervention Comment",,,Misc,Text,,,,,,
ac766398-5e94-4479-8d87-03f91c84f239,,,"SW Recommendation for Next Treatment",,,Misc,Text,,,,,,
6a9b090a-0757-4a43-9d3a-81b7fb968826,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e;3b75cc72-924b-4d36-8891-95484287495e,"Velopharyngeal Insufficiency",,,Misc,Coded,,,,,,
ce7f77bb-4b72-4374-8a1c-c037d3691f9f,,,InterOperative,,,Misc,N/A,,,,,,
20e2d3ae-ce2c-4b0f-a35e-608e46d4cf32,,,PostOperative,,,Misc,N/A,,,,,,
380377be-7d50-4875-a009-a6ce1ab39d6b,,,"If Antibiotics given PostOperative, number of days",,,Misc,Numeric,,,,,,
77322753-7c3e-4aa1-b78c-1a3acbfaf23c,,a2065636-5326-40f5-aed6-0cc2cca81ccc;b497171e-0410-4d8d-bbd4-7e1a8f8b504e,"Complications, injury or mortality",,,Misc,Coded,,,,,,
2b5b670b-8d5b-4857-9eb6-a70b9d521b95,,,"Surgery Type Comment",,,Misc,Text,,,,,,
829f8a7e-7e63-40ff-b308-a59cff4e6cef,,,"Recommended Surgery Followup",,,Misc,Text,,,,,,
f9a5f147-2728-4631-88c1-4f0bbe5a95da,,,"Afan Oromo",,,Misc,N/A,,,,,,
7e8e4bdb-902e-4d0f-8449-ec2ff60e6b54,,,"Somali (Language)",Somali,,Misc,N/A,,,,,,
154e799e-c959-4fa4-9848-c91f03b73419,,,Tigrinya,,,Misc,N/A,,,,,,
b465ce8d-9153-48a2-9baa-ea8dfe66d134,,,Sidamo,,,Misc,N/A,,,,,,
e66cd27c-e461-4c2b-a0c1-cf4f7c24f8a4,,,Wolaytta,,,Misc,N/A,,,,,,
8d5b0eec-3c4e-4f25-b3c0-cdcdf2e39ff5,,,Gurage,,,Misc,N/A,,,,,,
1d9d341c-e953-4f83-9fa4-d229eb4a812d,,,"Afar (Language)",Afar,,Misc,N/A,,,,,,
60c88ef4-48dd-4ed0-b59f-65db5ec01597,,,Hadiyya,,,Misc,N/A,,,,,,
8d13e825-6f6c-44c5-a87a-f7b709dd09c6,,,Gamo,,,Misc,N/A,,,,,,
ac8e59b0-581d-4cf9-ac8f-211aeffcc60e,,,"Family Language Other",,,Misc,N/A,,,,,,
1b912ee6-fecc-4459-aff0-3d4d8e8dbad4,,,"0 - 7,000 ETB",,,Misc,N/A,,,,,,
67c9680a-bc15-44b0-8749-b98881e262c7,,,"7,000 - 20,000 ETB",,,Misc,N/A,,,,,,
7a3a7c48-ae73-4bc3-8322-023ed8785911,,,"20,000 - 30,000 ETB",,,Misc,N/A,,,,,,
4ea040cd-d154-4c11-9660-63dff655ba10,,,"30,000 - 50,000 ETB",,,Misc,N/A,,,,,,
3f1f20bb-9557-48db-b63b-f91cb4ae45c2,,,"50,000+ ETB",,,Misc,N/A,,,,,,
2c816587-e3ab-4824-ad32-fca0ee6a8df0,,,Djibouti,,,Misc,N/A,,,,,,
fc51667e-8372-414b-96dd-4525e05ac86f,,,Eritrea,,,Misc,N/A,,,,,,
89fc909d-0113-4b89-a96b-cf984bae7623,,,Sudan,,,Misc,N/A,,,,,,
7e3146cb-18cb-4884-bdae-0978f04ceb54,,,Uganda,,,Misc,N/A,,,,,,
e9a9ac01-5d39-441e-b19c-dd30acaa7fc6,,,"Country - Other",,,Misc,N/A,,,,,,
b619394c-2a02-4ef1-942a-7fe0e334a3f7,,,"Afar (State)",Afar,,Misc,N/A,,,,,,
1130c751-0ad0-4aad-9f04-4d34eeba567d,,,"Somali (Regional State)",Somali,,Misc,N/A,,,,,,
2e473e16-a829-4b3d-ba57-d9d06521ec0d,,,Benishangul,,,Misc,N/A,,,,,,
d47a7735-2dc2-44df-ae08-f404c44261cb,,,SNNP,,,Misc,N/A,,,,,,
4dc7766c-7cf9-4df9-aef5-53af485e4aa1,,,"Harari (Regional State)",Harari,,Misc,N/A,,,,,,
df863bca-9d3b-4a4d-ab22-3db495f7149a,,,Gambella,,,Misc,N/A,,,,,,
b5016231-57fb-4785-bb7a-3a275883bfad,,,"Addis Ababa City Administration","Addis Ababa City",,Misc,N/A,,,,,,
5f545c7c-cd53-453c-91e7-f5a949b90a01,,,"Dire Dawa City Administration","Dire Dawa City",,Misc,N/A,,,,,,
1eacc601-35f1-4c8d-b02c-30dc047c19d1,,,"Pierre Robin Sequence",,,Misc,N/A,,,,,,
f6561d2a-bbcd-44f7-8ec8-c92fa2839689,,,"Stickler Syndrome",,,Misc,N/A,,,,,,
bfa7bd4e-f7f8-43fe-bd21-ad09ce1b032c,,,"22q11 Deletion Sequence",,,Misc,N/A,,,,,,
8e61db0c-6add-4e2c-aed3-d3d5b3a8aeec,,,"Not old enough for school",,,Misc,N/A,,,,,,
ecd254ba-3575-46d9-b47f-c2788a501080,,,"Primary school-aged - not in school",,,Misc,N/A,,,,,,
63cb911b-b05b-40b2-88a0-65bb8111d3c0,,,"Attending primary school",,,Misc,N/A,,,,,,
4d3a167c-2561-4c06-bd0d-3b05fefebcb6,,,"Completed primary school",,,Misc,N/A,,,,,,
56aff52f-7da0-4bb2-9128-8619d5a29556,,,"Secondary school-aged - not in school",,,Misc,N/A,,,,,,
c58febff-ae55-4e85-9086-fb9a85b9913b,,,"Attending secondary school",,,Misc,N/A,,,,,,
fcb88e18-2e51-4bd1-a04c-e4205968f6fe,,,"Completed secondary school",,,Misc,N/A,,,,,,
e59b2732-004c-498a-88de-e6f1011727de,,,"Attending college or university",,,Misc,N/A,,,,,,
f81d7bdc-a701-477a-9c29-10aa148cfccd,,,"Completed college or university",,,Misc,N/A,,,,,,
0d57f750-e4e0-446c-be7f-116b36556660,,,Illiterate,,,Misc,N/A,,,,,,
aa149bbc-4e67-46cc-b46d-2eb158a4f617,,,"Can read and write",,,Misc,N/A,,,,,,
bbca8e67-2e11-4f38-b262-dc7114a102b5,,,"Occupation of Parents",,,Misc,Text,,,,,,
0958ba58-d218-4cae-894b-2ab174ea9a2d,,,"Not married",,,Misc,N/A,,,,,,
8d4229b1-8573-44c8-8bae-cf7865665199,,,Consanguineous,,,Misc,N/A,,,,,,
eae02058-dccc-4f8f-9272-7170c005cd87,,c4596f8c-3f10-11e4-adec-0800271c1b75;c459ee22-3f10-11e4-adec-0800271c1b75,"Simonartz Band - Left",,,Misc,Coded,,,,,,
16f6d2da-9d14-44d9-9cd5-a49a248d455c,,c4596f8c-3f10-11e4-adec-0800271c1b75;c459ee22-3f10-11e4-adec-0800271c1b75,"Simonartz Band - Right",,,Misc,Coded,,,,,,
aad24ad9-8b95-454f-9ede-0bd5e6a2b458,,7ba0444e-2d5f-44a3-b356-3c61b91c9a33,"Nostril Floor - Left",,,Misc,Coded,,,,,,
b244dbb5-f1b6-475b-b793-755a3fb0f780,,7ba0444e-2d5f-44a3-b356-3c61b91c9a33,"Nostril Floor - Right",,,Misc,Coded,,,,,,
c4556ac8-4947-41c5-980c-f4c931f05ab9,,,Elective,,,Misc,N/A,,,,,,
839db16f-927d-4142-9ffc-4f383c714760,,,Emergency,,,Misc,N/A,,,,,,
f0cf74e5-6220-4f89-8228-b48b81328a2b,,,"Scheduled date of surgery",,,Misc,Date,,,,,,
19be2293-1301-48f6-b3c1-8a515ea5b470,,,"Scheduled time of surgery",,,Misc,Text,,,,,,
8011eb53-5036-4d93-922b-f0384f623bea,,,Station,,,Misc,Text,,,,,,
f07896fc-8bb2-4b74-837a-279dd2c60af3,,,"Preoperative diagnosis",,,Misc,Text,,,,,,
17923fee-a788-408a-96a4-77aa7c005f93,,,"Patient Name",,,Misc,Text,,,,,,
7ee400ba-43c7-434c-bf1a-2889d5b11784,,,"Patient Age",,,Misc,Numeric,,,,,,
e2b3b122-bf92-4990-b633-490f1d1da5af,,,"Patient Sex",,,Misc,Text,,,,,,
e69d4b5f-5b64-40a1-a362-ec9fa9a01018,,,Ward,,,Misc,Numeric,,,,,,
28025ec5-0383-4853-abce-4ab1125b4134,,,"Bed Number",,,Misc,Numeric,,,,,,
94f05982-8a50-467b-9bfe-9c26e8fc6838,,,Card,,,Misc,Text,,,,,,
1eb2fc12-18d1-4782-881f-53f7bbcbc0b9,,,Patient,,,Misc,N/A,,,,,,
6104c184-064d-423b-bc56-563ed1b8dfd1,,,"Present problem",,,Misc,Text,,,,,,
dde5ff9e-4d9d-4459-a114-a7e71ea1c051,,,Narcotics,,,Misc,N/A,,,,,,
9c96c1c1-377d-424f-ba0b-ba38052a6b68,,,Alcohol,,,Misc,N/A,,,,,,
55cb41e9-0eaa-4ce3-bf2e-5616861ef76c,,,"Yes - Uneventful",,,Misc,N/A,,,,,,
ba9fa541-d86d-4a6a-9115-e2f63aa8a8d0,,,"Yes - Eventful",,,Misc,N/A,,,,,,
79ba6560-dee7-42c0-a4d1-165b270161f6,,,Known,,,Misc,N/A,,,,,,
4c4fa47e-4095-4d69-8683-5f5c16511df6,,,Fainting,,,Misc,N/A,,,,,,
b0b6dab0-c872-4bd6-9a99-f526ccd0d571,,,"Sputum for Anesthesia form",Sputum,,Misc,N/A,,,,,,
73824ba9-f8c0-416d-bfeb-8e3e57af7184,,,Paresis,,,Misc,N/A,,,,,,
3795cdd4-4dd0-49a0-8000-ab17fef6d6ab,,,Epilepsy,,,Misc,N/A,,,,,,
d83c5448-7d84-4f62-acc9-d37364319f22,,,"Other CNS",,,Misc,N/A,,,,,,
da05216c-8f5d-48f2-a366-ec95c0c327da,,,"RUQ Pain",,,Misc,N/A,,,,,,
a111dd73-1bf5-41a4-aa07-64f4894a4f36,,,"Swelling, Distention",,,Misc,N/A,,,,,,
646af611-da78-457e-8bff-3bc9e4b4c2a7,,,Urgency,,,Misc,N/A,,,,,,
264df36b-f8c6-4e74-8e5c-cf9833953707,,,Frequency,,,Misc,N/A,,,,,,
8b862cb7-7a48-417d-b102-e354eb8a058d,,,Oliguria,,,Misc,N/A,,,,,,
354f6030-0cac-4831-878e-f10c4cdaff8a,,,"Polyuria color",,,Misc,N/A,,,,,,
11068af6-1306-4450-8aeb-34629c8159b6,,,"Other Notes on Systems",,,Misc,Text,,,,,,
cd1ce266-fb44-4710-b796-d7ddd1ddfdc4,,,"Well looking",,,Misc,N/A,,,,,,
be36a469-f581-4f41-a090-ac98ab948b9f,,,"Acutely Sick",,,Misc,N/A,,,,,,
a2aceeaf-1842-4f5c-aa21-558efbca3b59,,,"Sick looking",,,Misc,N/A,,,,,,
69952061-ed6b-4955-81d6-41fd7ddb508e,,,BP,,,Misc,N/A,,,,,,
2db6b1d7-c1e7-4376-9509-9a2564c4ec2b,,,"Maliampati 1",,,Misc,N/A,,,,,,
e90202e1-b669-43f7-9f2e-11fa0f176172,,,"Maliampati 2",,,Misc,N/A,,,,,,
39c0b616-7b56-49ea-9090-4bb35f4766b9,,,"Maliampati 3",,,Misc,N/A,,,,,,
78805489-0ab8-4c0f-8a53-c759076a6de5,,,"Maliampati 4",,,Misc,N/A,,,,,,
33d9f0e2-c60c-4e02-bb77-0e97e7074905,,,Denture,,,Misc,N/A,,,,,,
3d772d44-9c1b-4cf1-af1e-c978f0d27fbe,,,Bridge,,,Misc,N/A,,,,,,
dacc22e1-0496-4e42-a389-e47bf843a69e,,,Loose,,,Misc,N/A,,,,,,
8e39fb6f-3efc-4b73-aac4-a6cbc83cca0c,,,"Poor hygiene",,,Misc,N/A,,,,,,
17fe9884-eabc-475a-826d-2d76241af095,,,Gallop,,,Misc,N/A,,,,,,
fcf39e04-bee4-4d0d-b849-37c127962887,,,Murmur,,,Misc,N/A,,,,,,
21159ed9-1127-495e-8a81-7b7d45fab9c8,,,JVP,,,Misc,N/A,,,,,,
90cb68cc-d85c-452c-b008-4a91b656d150,,,"Displaced PML",,,Misc,N/A,,,,,,
8c3998e4-16b0-4cc4-b4ef-0aa5e80c1272,,,Dullness,,,Misc,N/A,,,,,,
c8f93bc1-bf36-4619-80f0-40a7d03c4cfa,,,Sound,,,Misc,N/A,,,,,,
f795b302-82be-4387-8f7b-09bc4f2d8403,,,"Temp change",,,Misc,N/A,,,,,,
0f2c44ad-cea6-4659-9561-4385bf5ff5fb,,,"Color change",,,Misc,N/A,,,,,,
0ba76d74-b000-412c-9762-8233479a47f5,,,"grossly normal",,,Misc,N/A,,,,,,
8f8301b3-59ac-4548-8263-45d1843b6f86,,,"Other notes on physical exam",,,Misc,Text,,,,,,
dfb764d5-250d-4f17-9961-8331b4c057f4,,c36d22e6-3f10-11e4-adec-0800271c1b75;c36bc411-3f10-11e4-adec-0800271c1b75;c37e0f37-3f10-11e4-adec-0800271c1b75;c37bd733-3f10-11e4-adec-0800271c1b75,"Vital Signs",,,Misc,Coded,,,,,,
87276ca8-fefa-431a-a439-52f76b7934cb,,,"sepsis - anesthesia",Sepsis,,Misc,N/A,,,,,,
8d26e687-f8ee-475a-9734-acdc4aaf8c0e,,,"Infant less than 6 months",,,Misc,N/A,,,,,,
e3782d3a-910b-4b3c-a95c-6c56162b4969,,,DM,,,Misc,N/A,,,,,,
4805ad7e-20dd-47ed-aef4-f41e1a2c8579,,,CHF,,,Misc,N/A,,,,,,
4b9b0871-d3e5-4fdc-97fc-891317c90129,,,"Unstable AP",,,Misc,N/A,,,,,,
ca40985f-d1cd-44a9-82e0-031b7f3bfd77,,,Hypovolemia,,,Misc,N/A,,,,,,
b583e603-6376-472e-a75e-5b9da212fa30,,,Shock,,,Misc,N/A,,,,,,
e54f8c8f-de89-4654-bedb-7c02b3a71b03,,,COPD,,,Misc,N/A,,,,,,
d3f90a02-ffaf-4870-b212-941c5c3317ff,,,"Resp Insufficiency",,,Misc,N/A,,,,,,
35c90d48-25c3-4532-b0c6-3e391043d4f9,,,Polytrauma,,,Misc,N/A,,,,,,
8d625d1f-2fd1-4b21-974d-5da46bf48182,,,"ICU Patient",,,Misc,N/A,,,,,,
0975546c-68b7-4622-b48f-b46e31384bac,,,"Other special risk",,,Misc,N/A,,,,,,
dccadd0c-f89a-47e1-b189-fb4b0ef08367,,,broncodilators,,,Misc,N/A,,,,,,
00f2164b-2ad3-4728-b921-9bec8d3dc7bb,,,Corticosteroids,,,Misc,N/A,,,,,,
fbe8edc9-1264-468e-95a1-763412d36c9d,,,Hypoglycemic,,,Misc,N/A,,,,,,
42d29a80-4058-4de3-a02f-61fcc0d9a23b,,,PTU,,,Misc,N/A,,,,,,
497e4db3-6858-49c4-ae41-e86a602ae707,,,Antihypertensive,,,Misc,N/A,,,,,,
540facf6-3202-472b-b754-0e27d875a225,,,Ca-antagonist,,,Misc,N/A,,,,,,
0d7bc2ab-805e-4338-b3a3-57dd6fcbe838,,,Digitalis,,,Misc,N/A,,,,,,
9fbdf5ed-0b29-40bb-8a6e-ab727e615a76,,,B-Blocker,,,Misc,N/A,,,,,,
a8057807-d3d3-4cac-8f3f-4d53090dc472,,,Antiarrhythmic,,,Misc,N/A,,,,,,
efe05c51-05b7-4473-8a3e-2b27af42d506,,,Diuretics,,,Misc,N/A,,,,,,
08d23d25-c05d-43e2-bb13-5acc8049a0b7,,,Anticoagulant,,,Misc,N/A,,,,,,
61630a4a-6447-4aeb-9e76-e5eee10ab5d8,,,"Other current medications",,,Misc,N/A,,,,,,
f08fa630-9014-43da-93b6-b3aad65ba72e,,,"CBC - Anesthesia",,,Misc,Text,,,,,,
998d86cd-86c0-42a3-9666-848a4a94cc82,,,"ABO - RH",,,Misc,Text,,,,,,
838ce051-2ff8-4ab8-92de-d95f131521b6,,,"Urine - Anesthesia",,,Misc,Text,,,,,,
23f9fcf6-a0e8-4882-aeec-fb431bbdf786,,,BUN-creatinine,,,Misc,Text,,,,,,
842f822b-85ab-4b63-a655-8f8d730564af,,,LFT,,,Misc,Text,,,,,,
4045072f-d441-4986-a14f-c274415a1c5a,,,"Blood Glucose",,,Misc,Text,,,,,,
3661bc7e-17b9-45e2-a47c-29538071df47,,,ECG,,,Misc,Text,,,,,,
09fcb34a-62a2-40bc-9647-8835600c8dcf,,,CSR,,,Misc,Text,,,,,,
6c0e2086-fc1b-4454-b5d5-a8a3bcf0eda3,,,Na,,,Misc,N/A,,,,,,
acfeb020-673d-4edd-9401-fc68a39298e7,,,K,,,Misc,N/A,,,,,,
4c8c29fe-5456-421f-b083-78f806776d09,,,"CL - Electrolytes",,,Misc,N/A,,,,,,
b67c1f14-a0e6-4cd8-8bbe-ba2e0b5ff393,,,Electrolytes,,,Misc,Text,,,,,,
724102c1-e115-4d2b-aa70-25059bbc1744,,,"Other Lab",,,Misc,Text,,,,,,
c43ef0e5-d650-496f-a28e-ea5ed744627d,,,"Fit for Anesthesia",,,Misc,N/A,,,,,,
d51e3725-99da-4f13-abf7-89d17e3df368,,,"Unfit for Anesthesia",,,Misc,N/A,,,,,,
413a0881-eb9b-43dd-83f6-e620709505e7,,,"Anesthesia - RA",,,Misc,N/A,,,,,,
69fbd463-440c-4de7-834b-9f076548d1ec,,,"Anesthesia - MAC",,,Misc,N/A,,,,,,
a760ae3d-b7fd-4e09-bdf5-c7c0750628f6,,,"Anesthesia - Other",,,Misc,N/A,,,,,,
2f4836e5-9599-49f7-80b0-a3018b81affa,,,"NPO Orders",,,Misc,Text,,,,,,
937f9404-615a-4222-b2f4-0365ea1f7ceb,,,"ASA Class - 1",,,Misc,N/A,,,,,,
